coname,gvkey,fyear,cusip,exchange,ticker,datadate,fyr,cik,date,formtype,datefiled,filepath
CENTRAL PACIFIC FINANCIAL CP,16705,2018,15476040,NYS,CPF,31-Dec-18,12,701347,31-Dec-18,DEF 14A,03/08/19,https://www.sec.gov/Archives/edgar/data/701347/0001140361-19-004582.txt
CENTRAL PACIFIC FINANCIAL CP,16705,2019,15476040,NYS,CPF,31-Dec-19,12,701347,31-Dec-19,DEF 14A,03/09/20,https://www.sec.gov/Archives/edgar/data/701347/0001140361-20-005159.txt
SIX FLAGS ENTERTAINMENT CORP,10567,2017,83001A10,NYS,SIX,31-Dec-17,12,701374,31-Dec-17,DEF 14A,3/20/18,https://www.sec.gov/Archives/edgar/data/701374/0000701374-18-000084.txt
SIX FLAGS ENTERTAINMENT CORP,10567,2018,83001A10,NYS,SIX,31-Dec-18,12,701374,31-Dec-18,DEF 14A,3/19/19,https://www.sec.gov/Archives/edgar/data/701374/0001140361-19-005209.txt
SIX FLAGS ENTERTAINMENT CORP,10567,2019,83001A10,NYS,SIX,31-Dec-19,12,701374,31-Dec-19,DEF 14A,3/19/20,https://www.sec.gov/Archives/edgar/data/701374/0001140361-20-006271.txt
L BRANDS INC,6733,2017,50179710,NYS,LB,31-Jan-18,1,701985,31-Jan-17,DEF 14A,04/06/17,https://www.sec.gov/Archives/edgar/data/701985/0001193125-17-113546.txt
L BRANDS INC,6733,2018,50179710,NYS,LB,31-Jan-19,1,701985,31-Jan-18,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/701985/0001193125-18-108772.txt
L BRANDS INC,6733,2019,50179710,NYS,LB,31-Jan-20,1,701985,31-Jan-19,DEF 14A,4/23/19,https://www.sec.gov/Archives/edgar/data/701985/0001140361-19-007490.txt
NORFOLK SOUTHERN CORP,7923,2017,65584410,NYS,NSC,31-Dec-17,12,702165,31-Dec-17,DEF 14A,3/21/18,https://www.sec.gov/Archives/edgar/data/702165/0001206774-18-000883.txt
NORFOLK SOUTHERN CORP,7923,2018,65584410,NYS,NSC,31-Dec-18,12,702165,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/702165/0001206774-19-001116.txt
NORFOLK SOUTHERN CORP,7923,2019,65584410,NYS,NSC,31-Dec-19,12,702165,31-Dec-19,DEF 14A,3/27/20,https://www.sec.gov/Archives/edgar/data/702165/0001552781-20-000226.txt
FIRST MIDWEST BANCORP INC,11896,2017,32086710,NAS,FMBI,31-Dec-17,12,702325,31-Dec-17,DEF 14A,04/11/18,https://www.sec.gov/Archives/edgar/data/702325/0001558370-18-002891.txt
FIRST MIDWEST BANCORP INC,11896,2018,32086710,NAS,FMBI,31-Dec-18,12,702325,31-Dec-18,DEF 14A,04/04/19,https://www.sec.gov/Archives/edgar/data/702325/0001558370-19-002796.txt
FIRST MIDWEST BANCORP INC,11896,2019,32086710,NAS,FMBI,31-Dec-19,12,702325,31-Dec-19,DEF 14A,4/17/20,https://www.sec.gov/Archives/edgar/data/702325/0001558370-20-003978.txt
BRINKER INTL INC,3007,2017,10964110,NYS,EAT,30-Jun-17,6,703351,30-Jun-17,DEF 14A,9/27/17,https://www.sec.gov/Archives/edgar/data/703351/0001193125-17-295975.txt
BRINKER INTL INC,3007,2018,10964110,NYS,EAT,30-Jun-18,6,703351,30-Jun-18,DEF 14A,10/05/18,https://www.sec.gov/Archives/edgar/data/703351/0001193125-18-294748.txt
BRINKER INTL INC,3007,2019,10964110,NYS,EAT,30-Jun-19,6,703351,30-Jun-19,DEF 14A,10/04/19,https://www.sec.gov/Archives/edgar/data/703351/0001193125-19-262741.txt
BRINKER INTL INC,3007,2020,10964110,NYS,EAT,30-Jun-20,6,703351,30-Jun-20,DEF 14A,9/25/20,https://www.sec.gov/Archives/edgar/data/703351/0001193125-20-254625.txt
INTEGRATED DEVICE TECH INC,6003,2017,45811810,NAS,IDTI,31-Mar-18,3,703361,31-Mar-17,DEF 14A,7/28/17,https://www.sec.gov/Archives/edgar/data/703361/0001193125-17-240687.txt
LAWSON PRODUCTS,6617,2017,52077610,NAS,LAWS,31-Dec-17,12,703604,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/703604/0000703604-18-000023.txt
LAWSON PRODUCTS,6617,2018,52077610,NAS,LAWS,31-Dec-18,12,703604,31-Dec-18,DEF 14A,3/27/19,https://www.sec.gov/Archives/edgar/data/703604/0000703604-19-000035.txt
LAWSON PRODUCTS,6617,2019,52077610,NAS,LAWS,31-Dec-19,12,703604,31-Dec-19,DEF 14A,3/31/20,https://www.sec.gov/Archives/edgar/data/703604/0000703604-20-000030.txt
LEGG MASON INC,6653,2017,52490110,NYS,LM,31-Mar-18,3,704051,31-Mar-17,DEF 14A,6/14/17,https://www.sec.gov/Archives/edgar/data/704051/0001308179-17-000189.txt
LEGG MASON INC,6653,2018,52490110,NYS,LM,31-Mar-19,3,704051,31-Mar-18,DEF 14A,6/20/18,https://www.sec.gov/Archives/edgar/data/704051/0001206774-18-001888.txt
LEGG MASON INC,6653,2019,52490110,NYS,LM,31-Mar-20,3,704051,31-Mar-19,DEF 14A,6/20/19,https://www.sec.gov/Archives/edgar/data/704051/0001206774-19-001945.txt
TIVITY HEALTH INC,24396,2017,88870R10,NAS,TVTY,31-Dec-17,12,704415,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/704415/0000704415-18-000008.txt
TIVITY HEALTH INC,24396,2018,88870R10,NAS,TVTY,31-Dec-18,12,704415,31-Dec-18,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/704415/0001564590-19-011450.txt
TIVITY HEALTH INC,24396,2019,88870R10,NAS,TVTY,31-Dec-19,12,704415,31-Dec-19,DEF 14A,04/07/20,https://www.sec.gov/Archives/edgar/data/704415/0001564590-20-015676.txt
ONTO INNOVATION INC,126423,2017,68334410,NYS,ONTO,31-Dec-17,12,704532,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/704532/0001564590-18-007515.txt
ONTO INNOVATION INC,126423,2018,68334410,NYS,ONTO,31-Dec-18,12,704532,31-Dec-18,DEF 14A,04/03/19,https://www.sec.gov/Archives/edgar/data/704532/0001564590-19-010721.txt
ONTO INNOVATION INC,126423,2019,68334410,NYS,ONTO,31-Dec-19,12,704532,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/704532/0001564590-20-015300.txt
SOUTHSIDE BANCSHARES INC,62979,2017,84470P10,NAS,SBSI,31-Dec-17,12,705432,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/705432/0000705432-18-000043.txt
SOUTHSIDE BANCSHARES INC,62979,2018,84470P10,NAS,SBSI,31-Dec-18,12,705432,31-Dec-18,DEF 14A,3/26/19,https://www.sec.gov/Archives/edgar/data/705432/0000705432-19-000035.txt
SOUTHSIDE BANCSHARES INC,62979,2019,84470P10,NAS,SBSI,31-Dec-19,12,705432,31-Dec-19,DEF 14A,3/27/20,https://www.sec.gov/Archives/edgar/data/705432/0000705432-20-000047.txt
OLD NATIONAL BANCORP,17095,2017,68003310,NAS,ONB,31-Dec-17,12,707179,31-Dec-17,DEF 14A,03/05/18,https://www.sec.gov/Archives/edgar/data/707179/0001193125-18-070282.txt
OLD NATIONAL BANCORP,17095,2018,68003310,NAS,ONB,31-Dec-18,12,707179,31-Dec-18,DEF 14A,03/06/19,https://www.sec.gov/Archives/edgar/data/707179/0001193125-19-065097.txt
OLD NATIONAL BANCORP,17095,2019,68003310,NAS,ONB,31-Dec-19,12,707179,31-Dec-19,DEF 14A,03/09/20,https://www.sec.gov/Archives/edgar/data/707179/0001193125-20-066418.txt
LAM RESEARCH CORP,6565,2017,51280710,NAS,LRCX,30-Jun-17,6,707549,30-Jun-17,DEF 14A,9/28/17,https://www.sec.gov/Archives/edgar/data/707549/0001193125-17-297808.txt
LAM RESEARCH CORP,6565,2018,51280710,NAS,LRCX,30-Jun-18,6,707549,30-Jun-18,DEF 14A,9/26/18,https://www.sec.gov/Archives/edgar/data/707549/0001193125-18-284078.txt
LAM RESEARCH CORP,6565,2019,51280710,NAS,LRCX,30-Jun-19,6,707549,30-Jun-19,DEF 14A,9/25/19,https://www.sec.gov/Archives/edgar/data/707549/0001193125-19-254747.txt
LAM RESEARCH CORP,6565,2020,51280710,NAS,LRCX,30-Jun-20,6,707549,30-Jun-20,DEF 14A,9/23/20,https://www.sec.gov/Archives/edgar/data/707549/0001193125-20-252302.txt
NEXTGEN HEALTHCARE INC,8858,2017,65343C10,NAS,NXGN,31-Mar-18,3,708818,31-Mar-17,DEF 14A,7/13/17,https://www.sec.gov/Archives/edgar/data/708818/0000708818-17-000017.txt
NEXTGEN HEALTHCARE INC,8858,2018,65343C10,NAS,NXGN,31-Mar-19,3,708818,31-Mar-18,DEF 14A,6/29/18,https://www.sec.gov/Archives/edgar/data/708818/0001564590-18-016440.txt
NEXTGEN HEALTHCARE INC,8858,2019,65343C10,NAS,NXGN,31-Mar-20,3,708818,31-Mar-19,DEF 14A,07/03/19,https://www.sec.gov/Archives/edgar/data/708818/0001564590-19-024533.txt
MCDERMOTT INTL INC,7152,2017,58003770,OTH,MDRIQ,31-Dec-17,12,708819,31-Dec-17,DEF 14A,08/10/18,https://www.sec.gov/Archives/edgar/data/708819/0001206774-18-002384.txt
MCDERMOTT INTL INC,7152,2018,58003770,OTH,MDRIQ,31-Dec-18,12,708819,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/708819/0001206774-19-000990.txt
FIRST FINL BANCORP INC/OH,17195,2017,32020910,NAS,FFBC,31-Dec-17,12,708955,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/708955/0001140361-18-018356.txt
FIRST FINL BANCORP INC/OH,17195,2018,32020910,NAS,FFBC,31-Dec-18,12,708955,31-Dec-18,DEF 14A,4/18/19,https://www.sec.gov/Archives/edgar/data/708955/0001047469-19-002345.txt
FIRST FINL BANCORP INC/OH,17195,2019,32020910,NAS,FFBC,31-Dec-19,12,708955,31-Dec-19,DEF 14A,4/16/20,https://www.sec.gov/Archives/edgar/data/708955/0001047469-20-002349.txt
QUANTUM CORP,8867,2017,74790650,NAS,QMCO,31-Mar-18,3,709283,31-Mar-17,DEF 14A,6/22/17,https://www.sec.gov/Archives/edgar/data/709283/0001628280-17-006684.txt
QUANTUM CORP,8867,2019,74790650,NAS,QMCO,31-Mar-20,3,709283,31-Mar-19,DEF 14A,10/16/19,https://www.sec.gov/Archives/edgar/data/709283/0001193125-19-268540.txt
NEOGEN CORP,16453,2017,64049110,NAS,NEOG,31-May-18,5,711377,31-May-17,DEF 14A,8/30/17,https://www.sec.gov/Archives/edgar/data/711377/0001193125-17-273141.txt
NEOGEN CORP,16453,2018,64049110,NAS,NEOG,31-May-19,5,711377,31-May-18,DEF 14A,8/28/18,https://www.sec.gov/Archives/edgar/data/711377/0001193125-18-260467.txt
NEOGEN CORP,16453,2019,64049110,NAS,NEOG,31-May-20,5,711377,31-May-19,DEF 14A,8/27/19,https://www.sec.gov/Archives/edgar/data/711377/0001193125-19-230327.txt
COOPER COS INC (THE),3504,2017,21664840,NYS,COO,31-Oct-17,10,711404,31-Oct-17,DEF 14A,02/02/18,https://www.sec.gov/Archives/edgar/data/711404/0001193125-18-030508.txt
COOPER COS INC (THE),3504,2018,21664840,NYS,COO,31-Oct-18,10,711404,31-Oct-18,DEF 14A,02/01/19,https://www.sec.gov/Archives/edgar/data/711404/0001193125-19-025849.txt
COOPER COS INC (THE),3504,2019,21664840,NYS,COO,31-Oct-19,10,711404,31-Oct-19,DEF 14A,02/04/20,https://www.sec.gov/Archives/edgar/data/711404/0001193125-20-024203.txt
ELECTRONIC ARTS INC,16721,2017,28551210,NAS,EA,31-Mar-18,3,712515,31-Mar-17,DEF 14A,6/16/17,https://www.sec.gov/Archives/edgar/data/712515/0000712515-17-000045.txt
ELECTRONIC ARTS INC,16721,2018,28551210,NAS,EA,31-Mar-19,3,712515,31-Mar-18,DEF 14A,6/15/18,https://www.sec.gov/Archives/edgar/data/712515/0000712515-18-000034.txt
ELECTRONIC ARTS INC,16721,2019,28551210,NAS,EA,31-Mar-20,3,712515,31-Mar-19,DEF 14A,6/21/19,https://www.sec.gov/Archives/edgar/data/712515/0000712515-19-000034.txt
FIRST COMMONWLTH FINL CP/PA,18241,2017,31982910,NYS,FCF,31-Dec-17,12,712537,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/712537/0001193125-18-083198.txt
FIRST COMMONWLTH FINL CP/PA,18241,2018,31982910,NYS,FCF,31-Dec-18,12,712537,31-Dec-18,DEF 14A,3/14/19,https://www.sec.gov/Archives/edgar/data/712537/0001193125-19-074065.txt
FIRST COMMONWLTH FINL CP/PA,18241,2019,31982910,NYS,FCF,31-Dec-19,12,712537,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/712537/0001193125-20-076621.txt
PNC FINANCIAL SVCS GROUP INC,8245,2017,69347510,NYS,PNC,31-Dec-17,12,713676,31-Dec-17,DEF 14A,3/13/18,https://www.sec.gov/Archives/edgar/data/713676/0001193125-18-080774.txt
PNC FINANCIAL SVCS GROUP INC,8245,2018,69347510,NYS,PNC,31-Dec-18,12,713676,31-Dec-18,DEF 14A,03/12/19,https://www.sec.gov/Archives/edgar/data/713676/0001193125-19-071394.txt
PNC FINANCIAL SVCS GROUP INC,8245,2019,69347510,NYS,PNC,31-Dec-19,12,713676,31-Dec-19,DEF 14A,3/17/20,https://www.sec.gov/Archives/edgar/data/713676/0000713676-20-000052.txt
VALLEY NATIONAL BANCORP,11861,2017,91979410,NAS,VLY,31-Dec-17,12,714310,31-Dec-17,DEF 14A,03/09/18,https://www.sec.gov/Archives/edgar/data/714310/0000714310-18-000109.txt
VALLEY NATIONAL BANCORP,11861,2018,91979410,NAS,VLY,31-Dec-18,12,714310,31-Dec-18,DEF 14A,03/08/19,https://www.sec.gov/Archives/edgar/data/714310/0000714310-19-000099.txt
VALLEY NATIONAL BANCORP,11861,2019,91979410,NAS,VLY,31-Dec-19,12,714310,31-Dec-19,DEF 14A,3/19/20,https://www.sec.gov/Archives/edgar/data/714310/0000714310-20-000084.txt
RENASANT CORP,25173,2017,7.60E+14,NAS,RNST,31-Dec-17,12,715072,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/715072/0000715072-18-000086.txt
RENASANT CORP,25173,2018,7.60E+14,NAS,RNST,31-Dec-18,12,715072,31-Dec-18,DEF 14A,3/14/19,https://www.sec.gov/Archives/edgar/data/715072/0000715072-19-000071.txt
RENASANT CORP,25173,2019,7.60E+14,NAS,RNST,31-Dec-19,12,715072,31-Dec-19,DEF 14A,3/19/20,https://www.sec.gov/Archives/edgar/data/715072/0000715072-20-000051.txt
INTERFACE INC,6034,2017,45866530,NAS,TILE,31-Dec-17,12,715787,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/715787/0001437749-18-006168.txt
INTERFACE INC,6034,2018,45866530,NAS,TILE,31-Dec-18,12,715787,31-Dec-18,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/715787/0001437749-19-006374.txt
INTERFACE INC,6034,2019,45866530,NAS,TILE,31-Dec-19,12,715787,31-Dec-19,DEF 14A,04/10/20,https://www.sec.gov/Archives/edgar/data/715787/0001437749-20-007456.txt
DOMINION ENERGY INC,4029,2017,25746U10,NYS,D,31-Dec-17,12,715957,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/715957/0001193125-18-094099.txt
DOMINION ENERGY INC,4029,2018,25746U10,NYS,D,31-Dec-18,12,715957,31-Dec-18,DEF 14A,3/25/19,https://www.sec.gov/Archives/edgar/data/715957/0001193125-19-085276.txt
DOMINION ENERGY INC,4029,2019,25746U10,NYS,D,31-Dec-19,12,715957,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/715957/0001193125-20-085080.txt
YRC WORLDWIDE INC,11649,2017,98424960,NAS,YRCW,31-Dec-17,12,716006,31-Dec-17,DEF 14A,3/19/18,https://www.sec.gov/Archives/edgar/data/716006/0001193125-18-086556.txt
YRC WORLDWIDE INC,11649,2018,98424960,NAS,YRCW,31-Dec-18,12,716006,31-Dec-18,DEF 14A,4/25/19,https://www.sec.gov/Archives/edgar/data/716006/0001193125-19-119710.txt
YRC WORLDWIDE INC,11649,2019,98424960,NAS,YRCW,31-Dec-19,12,716006,31-Dec-19,DEF 14A,04/01/20,https://www.sec.gov/Archives/edgar/data/716006/0001564590-20-014639.txt
CINCINNATI BELL INC,3036,2018,17187150,NYS,CBB,31-Dec-18,12,716133,31-Dec-18,DEF 14A,3/19/19,https://www.sec.gov/Archives/edgar/data/716133/0000716133-19-000013.txt
CINCINNATI BELL INC,3036,2019,17187150,NYS,CBB,31-Dec-19,12,716133,31-Dec-19,DEF 14A,08/11/20,https://www.sec.gov/Archives/edgar/data/716133/0001564590-20-039334.txt
REGIS CORP/MN,9023,2017,75893210,NYS,RGS,30-Jun-17,6,716643,30-Jun-17,DEF 14A,09/06/17,https://www.sec.gov/Archives/edgar/data/716643/0000716643-17-000061.txt
REGIS CORP/MN,9023,2018,75893210,NYS,RGS,30-Jun-18,6,716643,30-Jun-18,DEF 14A,09/06/18,https://www.sec.gov/Archives/edgar/data/716643/0001140361-18-037937.txt
REGIS CORP/MN,9023,2019,75893210,NYS,RGS,30-Jun-19,6,716643,30-Jun-19,DEF 14A,09/05/19,https://www.sec.gov/Archives/edgar/data/716643/0001140361-19-016132.txt
REGIS CORP/MN,9023,2020,75893210,NYS,RGS,30-Jun-20,6,716643,30-Jun-20,DEF 14A,9/16/20,https://www.sec.gov/Archives/edgar/data/716643/0001140361-20-020645.txt
MURPHY OIL CORP,7620,2017,62671710,NYS,MUR,31-Dec-17,12,717423,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/717423/0001193125-18-092581.txt
MURPHY OIL CORP,7620,2018,62671710,NYS,MUR,31-Dec-18,12,717423,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/717423/0001193125-19-082665.txt
MURPHY OIL CORP,7620,2019,62671710,NYS,MUR,31-Dec-19,12,717423,31-Dec-19,DEF 14A,3/30/20,https://www.sec.gov/Archives/edgar/data/717423/0001193125-20-089408.txt
HEXCEL CORP,5608,2017,42829110,NYS,HXL,31-Dec-17,12,717605,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/717605/0001193125-18-084733.txt
HEXCEL CORP,5608,2018,42829110,NYS,HXL,31-Dec-18,12,717605,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/717605/0000930413-19-000994.txt
HEXCEL CORP,5608,2019,42829110,NYS,HXL,31-Dec-19,12,717605,31-Dec-19,DEF 14A,4/21/20,https://www.sec.gov/Archives/edgar/data/717605/0000930413-20-001128.txt
UNIFIRST CORP,10840,2017,90470810,NYS,UNF,31-Aug-17,8,717954,31-Aug-17,DEF 14A,11/30/17,https://www.sec.gov/Archives/edgar/data/717954/0001628280-17-011935.txt
UNIFIRST CORP,10840,2018,90470810,NYS,UNF,31-Aug-18,8,717954,31-Aug-18,DEF 14A,11/29/18,https://www.sec.gov/Archives/edgar/data/717954/0001284084-18-000071.txt
UNIFIRST CORP,10840,2019,90470810,NYS,UNF,31-Aug-19,8,717954,31-Aug-19,DEF 14A,12/05/19,https://www.sec.gov/Archives/edgar/data/717954/0001564590-19-045334.txt
UNIFIRST CORP,10840,2020,90470810,NYS,UNF,31-Aug-20,8,717954,31-Aug-20,DEF 14A,12/03/20,https://www.sec.gov/Archives/edgar/data/717954/0001564590-20-056000.txt
ACTIVISION BLIZZARD INC,180405,2017,00507V10,NAS,ATVI,31-Dec-17,12,718877,31-Dec-17,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/718877/0001308179-18-000228.txt
ACTIVISION BLIZZARD INC,180405,2018,00507V10,NAS,ATVI,31-Dec-18,12,718877,31-Dec-18,DEF 14A,4/23/19,https://www.sec.gov/Archives/edgar/data/718877/0001308179-19-000162.txt
ACTIVISION BLIZZARD INC,180405,2019,00507V10,NAS,ATVI,31-Dec-19,12,718877,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/718877/0001308179-20-000210.txt
S & T BANCORP INC,19570,2017,78385910,NAS,STBA,31-Dec-17,12,719220,31-Dec-17,DEF 14A,04/11/18,https://www.sec.gov/Archives/edgar/data/719220/0000719220-18-000024.txt
S & T BANCORP INC,19570,2018,78385910,NAS,STBA,31-Dec-18,12,719220,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/719220/0000719220-19-000022.txt
S & T BANCORP INC,19570,2019,78385910,NAS,STBA,31-Dec-19,12,719220,31-Dec-19,DEF 14A,04/07/20,https://www.sec.gov/Archives/edgar/data/719220/0000719220-20-000017.txt
HECLA MINING CO,5560,2017,42270410,NYS,HL,31-Dec-17,12,719413,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/719413/0001206774-18-001130.txt
HECLA MINING CO,5560,2018,42270410,NYS,HL,31-Dec-18,12,719413,31-Dec-18,DEF 14A,04/09/19,https://www.sec.gov/Archives/edgar/data/719413/0001206774-19-001269.txt
HECLA MINING CO,5560,2019,42270410,NYS,HL,31-Dec-19,12,719413,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/719413/0001206774-20-001111.txt
SVB FINANCIAL GROUP,17120,2017,78486Q10,NAS,SIVB,31-Dec-17,12,719739,31-Dec-17,DEF 14A,03/08/18,https://www.sec.gov/Archives/edgar/data/719739/0001193125-18-075305.txt
SVB FINANCIAL GROUP,17120,2018,78486Q10,NAS,SIVB,31-Dec-18,12,719739,31-Dec-18,DEF 14A,03/11/19,https://www.sec.gov/Archives/edgar/data/719739/0001193125-19-070807.txt
SVB FINANCIAL GROUP,17120,2019,78486Q10,NAS,SIVB,31-Dec-19,12,719739,31-Dec-19,DEF 14A,03/09/20,https://www.sec.gov/Archives/edgar/data/719739/0001193125-20-067173.txt
WILLIAMS-SONOMA INC,11511,2017,96990410,NYS,WSM,31-Jan-18,1,719955,31-Jan-17,DEF 14A,4/19/17,https://www.sec.gov/Archives/edgar/data/719955/0001193125-17-128796.txt
WILLIAMS-SONOMA INC,11511,2018,96990410,NYS,WSM,31-Jan-19,1,719955,31-Jan-18,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/719955/0001193125-18-116995.txt
WILLIAMS-SONOMA INC,11511,2019,96990410,NYS,WSM,31-Jan-20,1,719955,31-Jan-19,DEF 14A,4/19/19,https://www.sec.gov/Archives/edgar/data/719955/0001193125-19-112428.txt
RAYMOND JAMES FINANCIAL CORP,8898,2017,75473010,NYS,RJF,30-Sep-17,9,720005,30-Sep-17,DEF 14A,01/08/18,https://www.sec.gov/Archives/edgar/data/720005/0000720005-18-000002.txt
RAYMOND JAMES FINANCIAL CORP,8898,2018,75473010,NYS,RJF,30-Sep-18,9,720005,30-Sep-18,DEF 14A,1/17/19,https://www.sec.gov/Archives/edgar/data/720005/0000720005-19-000004.txt
RAYMOND JAMES FINANCIAL CORP,8898,2019,75473010,NYS,RJF,30-Sep-19,9,720005,30-Sep-19,DEF 14A,01/10/20,https://www.sec.gov/Archives/edgar/data/720005/0001193125-20-004913.txt
RAYMOND JAMES FINANCIAL CORP,8898,2020,75473010,NYS,RJF,30-Sep-20,9,720005,30-Sep-20,DEF 14A,01/08/21,https://www.sec.gov/Archives/edgar/data/720005/0001193125-21-004623.txt
STIFEL FINANCIAL CORP,11770,2017,86063010,NYS,SF,31-Dec-17,12,720672,31-Dec-17,DEF 14A,4/25/18,https://www.sec.gov/Archives/edgar/data/720672/0001193125-18-131312.txt
STIFEL FINANCIAL CORP,11770,2018,86063010,NYS,SF,31-Dec-18,12,720672,31-Dec-18,DEF 14A,4/25/19,https://www.sec.gov/Archives/edgar/data/720672/0001193125-19-119645.txt
STIFEL FINANCIAL CORP,11770,2019,86063010,NYS,SF,31-Dec-19,12,720672,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/720672/0001193125-20-098103.txt
CARDINAL HEALTH INC,2751,2017,14149Y10,NYS,CAH,30-Jun-17,6,721371,30-Jun-17,DEF 14A,9/21/17,https://www.sec.gov/Archives/edgar/data/721371/0000721371-17-000124.txt
CARDINAL HEALTH INC,2751,2018,14149Y10,NYS,CAH,30-Jun-18,6,721371,30-Jun-18,DEF 14A,9/26/18,https://www.sec.gov/Archives/edgar/data/721371/0001308179-18-000266.txt
CARDINAL HEALTH INC,2751,2019,14149Y10,NYS,CAH,30-Jun-19,6,721371,30-Jun-19,DEF 14A,9/20/19,https://www.sec.gov/Archives/edgar/data/721371/0001308179-19-000231.txt
CARDINAL HEALTH INC,2751,2020,14149Y10,NYS,CAH,30-Jun-20,6,721371,30-Jun-20,DEF 14A,9/23/20,https://www.sec.gov/Archives/edgar/data/721371/0001308179-20-000273.txt
TOTAL SYSTEM SERVICES INC,10631,2017,89190610,NYS,TSS,31-Dec-17,12,721683,31-Dec-17,DEF 14A,3/14/18,https://www.sec.gov/Archives/edgar/data/721683/0001193125-18-081333.txt
TOTAL SYSTEM SERVICES INC,10631,2018,89190610,NYS,TSS,31-Dec-18,12,721683,31-Dec-18,DEF 14A,3/20/19,https://www.sec.gov/Archives/edgar/data/721683/0001193125-19-080149.txt
HANGER INC,16456,2018,41043F20,NYS,HNGR,31-Dec-18,12,722723,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/722723/0001140361-19-006611.txt
HANGER INC,16456,2019,41043F20,NYS,HNGR,31-Dec-19,12,722723,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/722723/0001140361-20-007764.txt
MICRON TECHNOLOGY INC,7343,2017,59511210,NAS,MU,31-Aug-17,8,723125,31-Aug-17,DEF 14A,12/07/17,https://www.sec.gov/Archives/edgar/data/723125/0000723125-17-000155.txt
MICRON TECHNOLOGY INC,7343,2018,59511210,NAS,MU,31-Aug-18,8,723125,31-Aug-18,DEF 14A,12/06/18,https://www.sec.gov/Archives/edgar/data/723125/0000723125-18-000142.txt
MICRON TECHNOLOGY INC,7343,2019,59511210,NAS,MU,31-Aug-19,8,723125,31-Aug-19,DEF 14A,12/09/19,https://www.sec.gov/Archives/edgar/data/723125/0001047469-19-006745.txt
MICRON TECHNOLOGY INC,7343,2020,59511210,NAS,MU,31-Aug-20,8,723125,31-Aug-20,DEF 14A,12/01/20,https://www.sec.gov/Archives/edgar/data/723125/0000723125-20-000091.txt
COMMUNITY BANK SYSTEM INC,16790,2017,20360710,NYS,CBU,31-Dec-17,12,723188,31-Dec-17,DEF 14A,3/29/18,https://www.sec.gov/Archives/edgar/data/723188/0001144204-18-017687.txt
COMMUNITY BANK SYSTEM INC,16790,2018,20360710,NYS,CBU,31-Dec-18,12,723188,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/723188/0001144204-19-017158.txt
COMMUNITY BANK SYSTEM INC,16790,2019,20360710,NYS,CBU,31-Dec-19,12,723188,31-Dec-19,DEF 14A,04/01/20,https://www.sec.gov/Archives/edgar/data/723188/0001104659-20-041647.txt
CINTAS CORP,3062,2017,17290810,NAS,CTAS,31-May-18,5,723254,31-May-17,DEF 14A,09/07/17,https://www.sec.gov/Archives/edgar/data/723254/0000723254-17-000025.txt
